Date,Open,High,Low,Close,Adj Close,Volume
2014-02-17,19.884501,20.055700,19.703800,19.818001,18.530455,141857
2014-02-18,19.865499,19.922600,19.171301,19.190300,17.943533,544293
2014-02-19,19.028700,19.428101,18.667299,18.829000,17.605707,281506
2014-02-20,18.562700,19.504200,18.562700,19.304399,18.050219,179188
2014-02-21,19.485100,20.150801,19.333000,19.827499,18.539335,452701
2014-02-24,19.694300,20.017700,19.694300,19.865499,18.574863,159103
2014-02-25,19.684799,20.122299,19.656300,19.779900,18.494827,251746
2014-02-26,19.713400,19.875000,19.428101,19.551701,18.281456,238286
2014-02-27,19.703800,19.827499,19.313999,19.494600,18.228065,278035
2014-02-28,19.618299,19.827499,19.409100,19.494600,18.228065,354485
2014-03-05,19.618299,19.827499,19.114300,19.589701,18.316988,409902
2014-03-06,19.580200,20.046200,19.561199,19.789400,18.503708,229873
2014-03-07,19.694300,19.922600,19.504200,19.684799,18.405905,429462
2014-03-10,19.665800,19.741899,19.218901,19.218901,17.970274,251536
2014-03-11,19.333000,19.580200,19.171301,19.209400,17.961391,111151
2014-03-12,19.275900,19.333000,19.000099,19.066700,17.827965,206739
2014-03-13,19.161800,19.266399,19.009600,19.066700,17.827965,181186
2014-03-14,19.085699,19.171301,18.962099,19.019199,17.783548,137545
2014-03-17,19.209400,19.361500,18.990601,19.066700,17.827965,188967
2014-03-18,19.095200,19.190300,18.743401,19.152300,17.908003,276353
2014-03-19,19.313999,19.313999,19.038200,19.161800,17.916885,129659
2014-03-20,19.161800,19.418600,18.752899,19.399500,18.139139,643141
2014-03-21,19.218901,19.494600,19.095200,19.494600,18.228065,175192
2014-03-24,19.304399,19.409100,18.933599,19.152300,17.908003,311370
2014-03-25,19.218901,19.266399,18.486601,18.505600,17.303318,274145
2014-03-26,18.676800,18.676800,17.706800,18.125299,16.947723,386663
2014-03-27,18.239401,18.638800,18.163300,18.629299,17.418980,631468
2014-03-28,18.657801,18.886000,18.325001,18.733900,17.516788,703816
2014-03-31,18.829000,19.114300,18.600700,18.924101,17.694628,395180
2014-04-01,19.019199,19.085699,18.819500,18.971600,17.739040,324515
2014-04-02,18.867001,19.152300,18.733900,19.019199,17.783548,300013
2014-04-03,19.095200,19.095200,18.553200,18.829000,17.605707,323568
2014-04-04,18.790899,18.895500,18.553200,18.829000,17.605707,287920
2014-04-07,18.829000,18.876499,18.068199,18.591200,17.383354,372466
2014-04-08,18.420099,18.667299,18.286900,18.638800,17.427864,200955
2014-04-09,18.562700,18.600700,18.163300,18.600700,17.392239,258056
2014-04-10,18.591200,18.591200,18.125299,18.258400,17.072174,277404
2014-04-11,18.325001,18.638800,18.267900,18.638800,17.427864,151426
2014-04-14,18.629299,18.686300,18.191799,18.448601,17.250021,306428
2014-04-15,18.334499,18.515200,18.087200,18.448601,17.250021,450808
2014-04-16,18.448601,18.448601,18.210800,18.448601,17.250021,349332
2014-04-17,18.524700,18.676800,18.325001,18.667299,17.454512,148061
2014-04-22,18.657801,18.657801,18.448601,18.543699,17.338940,191386
2014-04-23,18.467600,18.543699,18.325001,18.334499,17.143332,92223
2014-04-24,18.420099,18.420099,18.125299,18.163300,16.983255,235973
2014-04-25,18.068199,18.229900,17.896999,18.163300,16.983255,273303
2014-04-28,18.201300,18.448601,17.982599,18.220400,17.036646,66564
2014-04-29,18.344000,18.610300,18.068199,18.543699,17.369843,222723
2014-04-30,18.486601,18.543699,18.363001,18.543699,17.369843,224090
2014-05-02,18.572201,19.161800,18.515200,18.971600,17.770655,288446
2014-05-05,19.019199,19.057199,18.733900,18.924101,17.726164,433563
2014-05-06,18.924101,18.933599,18.705400,18.733900,17.548002,171827
2014-05-07,18.762400,19.161800,18.743401,18.924101,17.726164,460167
2014-05-08,19.076200,19.199800,19.019199,19.161800,17.948818,188757
2014-05-09,19.237900,20.074699,19.104700,19.884501,18.625769,491609
2014-05-12,19.903500,20.008200,19.418600,19.684799,18.438707,466161
2014-05-13,19.589701,20.388500,19.589701,20.388500,19.097862,555440
2014-05-14,20.255400,20.902100,20.255400,20.455099,19.160244,831057
2014-05-15,20.540701,20.921101,20.540701,20.921101,19.596745,608754
2014-05-16,21.101801,21.292000,20.759399,21.292000,19.944166,1082908
2014-05-19,21.396601,21.586800,21.111300,21.311001,19.961964,612961
2014-05-20,21.377501,21.853001,21.158800,21.158800,19.819399,808553
2014-05-21,21.120800,21.406099,21.035200,21.054199,19.721418,387504
2014-05-22,21.206400,21.891100,21.139799,21.453600,20.095535,868703
2014-05-23,21.586800,21.776899,21.196899,21.263399,19.917376,222933
2014-05-26,21.311001,21.472601,20.768900,21.206400,19.863985,395916
2014-05-27,21.044701,21.272900,20.683300,20.683300,19.374001,232713
2014-05-28,20.749901,20.873501,20.673800,20.806999,19.489866,589931
2014-05-29,21.063700,21.225401,20.930599,21.016199,19.685823,140911
2014-05-30,21.044701,21.634300,21.025700,21.634300,20.264799,736205
2014-06-02,21.624800,21.824499,21.320499,21.529699,20.166819,668589
2014-06-03,21.643801,21.643801,21.330000,21.491600,20.131132,411480
2014-06-04,21.377501,21.748400,21.206400,21.472601,20.113335,95693
2014-06-05,21.748400,21.862499,21.453600,21.681900,20.309387,386873
2014-06-06,21.643801,21.919600,21.501200,21.681900,20.309387,213574
2014-06-09,21.681900,22.214399,21.520201,21.872000,20.487450,452912
2014-06-10,21.843500,22.956100,21.700899,22.632799,21.200092,451334
2014-06-11,22.765900,23.707399,22.385500,23.441099,21.957224,340288
2014-06-13,23.279499,24.106800,23.136801,23.821501,22.313545,535986
2014-06-16,23.859501,24.763000,23.840500,24.677401,23.115265,733260
2014-06-17,24.896099,25.542700,24.430099,25.295500,23.694239,731262
2014-06-18,25.381100,25.381100,24.553699,24.724899,23.159758,622530
2014-06-20,24.772499,25.029200,24.392099,24.724899,23.159758,523472
2014-06-23,24.563200,24.620300,24.021200,24.021200,22.500603,155107
2014-06-24,24.154301,24.430099,23.774000,23.868999,22.358038,499496
2014-06-25,23.821501,24.249399,23.574200,23.774000,22.269051,258056
2014-06-26,24.030701,24.563200,23.926100,24.553699,22.999393,451965
2014-06-27,24.591801,24.686899,24.125799,24.125799,22.598576,271410
2014-06-30,24.106800,24.363600,23.916599,24.278000,22.741144,357744
2014-07-01,24.525200,24.629801,24.354000,24.439600,22.892519,175823
2014-07-02,24.439600,24.468100,23.422100,23.859501,22.349138,291285
2014-07-03,23.935600,23.935600,23.250900,23.488701,22.001812,346598
2014-07-04,23.631300,24.354000,23.631300,24.135300,22.607479,254060
2014-07-07,24.087799,24.087799,23.650299,23.678900,22.179970,221251
2014-07-08,23.669300,23.973600,23.602800,23.678900,22.179970,106524
2014-07-10,23.650299,24.239901,23.650299,23.868999,22.358038,383508
2014-07-11,23.897600,23.897600,23.517200,23.774000,22.269051,269097
2014-07-14,23.916599,24.116301,23.640800,23.678900,22.179970,281085
2014-07-15,23.726400,23.745399,23.165300,23.393600,21.912729,271305
2014-07-16,23.165300,23.241400,22.642300,23.203400,21.734570,251115
2014-07-17,22.823000,23.146299,22.299999,22.528200,21.102114,348385
2014-07-18,22.613800,23.184401,22.252399,23.174900,21.707876,496342
2014-07-21,23.155800,23.203400,22.718399,22.918100,21.467333,251641
2014-07-22,23.108299,24.011700,23.108299,23.726400,22.224464,256478
2014-07-23,23.678900,24.230400,23.678900,23.964100,22.447115,430934
2014-07-24,24.030701,24.487200,23.774000,24.163900,22.634268,427569
2014-07-25,24.106800,24.439600,23.631300,23.650299,22.153181,204951
2014-07-28,23.640800,23.992701,23.479200,23.707399,22.206667,126819
2014-07-29,23.678900,24.106800,23.193899,23.640800,22.144283,343864
2014-07-30,23.631300,23.631300,23.212900,23.393600,21.912729,128502
2014-07-31,23.346001,23.374500,22.651800,23.108299,21.645493,138071
2014-08-01,22.956100,24.078300,22.880100,23.821501,22.313545,153845
2014-08-04,23.840500,23.964100,23.355499,23.907101,22.393724,302011
2014-08-05,23.859501,24.154301,23.774000,24.002199,22.482805,198957
2014-08-06,23.907101,24.525200,23.802500,24.059200,22.536198,165938
2014-08-07,24.154301,24.306499,23.840500,24.011700,22.491701,164781
2014-08-08,23.945101,23.983200,23.136801,23.203400,21.734570,778373
2014-08-11,23.298500,23.346001,22.528200,23.013201,21.556412,643141
2014-08-12,23.136801,23.146299,22.689899,22.918100,21.467333,658389
2014-08-13,22.984699,23.469700,22.880100,22.956100,21.502926,347965
2014-08-14,23.070200,23.260401,22.680300,22.823000,21.378250,463112
2014-08-15,23.774000,24.430099,23.631300,24.382601,22.985157,1007720
2014-08-18,24.354000,24.534700,24.125799,24.458599,23.056799,209473
2014-08-19,24.249399,24.572800,24.030701,24.572800,23.164455,537037
2014-08-20,24.572800,24.724899,24.401600,24.639299,23.227142,300118
2014-08-21,24.629801,24.677401,24.392099,24.439600,23.038889,333663
2014-08-22,24.439600,24.677401,24.154301,24.249399,22.859589,173089
2014-08-25,24.258900,24.553699,24.163900,24.496700,23.092718,171301
2014-08-26,24.563200,24.629801,24.373100,24.487200,23.083761,382772
2014-08-27,24.553699,25.257500,24.525200,24.867599,23.442358,451860
2014-08-28,24.915100,25.561800,24.724899,25.067301,23.630615,203374
2014-08-29,25.162300,25.447599,24.934099,25.447599,23.989119,232608
2014-09-01,25.485701,26.332001,25.438101,26.332001,24.822830,420418
2014-09-02,26.246401,26.579300,25.980200,26.398600,24.885611,277194
2014-09-03,26.389099,26.607800,25.713900,25.713900,24.240156,464584
2014-09-04,25.571301,25.637800,24.591801,25.476200,24.016079,490348
2014-09-05,25.200399,26.598301,25.200399,26.151400,24.652580,429567
2014-09-08,26.179899,26.836000,25.827999,25.913601,24.428411,271410
2014-09-09,25.942101,26.094299,25.162300,25.561800,24.096771,295702
2014-09-10,25.637800,25.647301,25.019699,25.314501,23.863647,388450
2014-09-11,25.485701,25.961201,25.067301,25.837500,24.356670,170985
2014-09-12,25.504700,25.818501,25.105301,25.599800,24.132593,420628
2014-09-15,25.980200,25.980200,25.314501,25.447599,23.989119,128923
2014-09-16,25.438101,25.666401,25.162300,25.162300,23.720171,200324
2014-09-17,25.267000,26.160900,25.124300,25.989700,24.500149,210314
2014-09-18,26.027700,26.027700,24.696400,24.943600,23.514004,621899
2014-09-19,24.848499,24.886600,24.249399,24.439600,23.038889,263524
2014-09-22,24.439600,24.439600,23.117800,23.155800,21.828667,406853
2014-09-23,23.193899,23.507700,23.022699,23.203400,21.873541,249012
2014-09-24,23.260401,23.583799,23.013201,23.517200,22.169355,174876
2014-09-25,23.308001,23.526699,23.117800,23.279499,21.945278,168251
2014-09-26,23.289000,23.868999,23.155800,23.745399,22.384474,143750
2014-09-29,23.298500,23.726400,22.823000,23.583799,22.232136,201060
2014-09-30,24.040199,24.487200,23.279499,23.964100,22.590639,305271
2014-10-01,23.840500,24.078300,22.994200,23.013201,21.694241,243123
2014-10-02,23.003700,23.821501,22.927601,23.555201,22.205177,120615
2014-10-03,23.631300,24.344500,23.498199,23.973600,22.599598,164466
2014-10-06,24.886600,24.886600,23.935600,24.211399,22.823769,205267
2014-10-07,24.458599,24.591801,23.774000,24.239901,22.850634,168251
2014-10-08,24.297001,24.411100,24.011700,24.192400,22.805855,297489
2014-10-09,24.306499,24.886600,24.173401,24.297001,22.904463,225667
2014-10-10,24.059200,24.496700,23.650299,23.812000,22.447258,57626
2014-10-13,23.954599,24.287500,23.203400,23.393600,22.052837,172878
2014-10-14,23.203400,23.678900,22.937099,23.441099,22.097616,177610
2014-10-15,23.155800,23.412600,22.623301,23.260401,21.927271,111467
2014-10-16,22.908600,23.403099,22.775400,23.270000,21.936321,89909
2014-10-17,23.479200,23.479200,22.975100,23.393600,22.052837,139964
2014-10-20,23.346001,23.384100,22.414101,22.556700,21.263903,131236
2014-10-21,21.872000,21.872000,21.872000,21.872000,20.618444,350594
2014-10-22,21.910101,22.128799,21.035200,21.063700,19.856470,281085
2014-10-23,21.016199,21.016199,19.779900,20.112801,18.960073,870175
2014-10-24,20.131800,21.282400,20.036699,20.854500,19.659260,348806
2014-10-27,20.816500,23.013201,20.350500,23.013201,21.694241,326513
2014-10-28,23.203400,24.724899,23.184401,24.724899,23.307835,525049
2014-10-29,24.268400,24.629801,23.926100,24.154301,22.769941,198431
2014-10-30,24.439600,24.629801,23.983200,24.534700,23.128538,257845
2014-10-31,24.782000,25.637800,24.420601,25.637800,24.168417,247014
2014-11-03,25.504700,25.523701,24.848499,25.105301,23.666437,313368
2014-11-04,25.523701,25.523701,24.962700,24.962700,23.532009,179398
2014-11-05,24.991199,25.561800,24.763000,25.095800,23.657480,242703
2014-11-06,25.029200,25.381100,24.411100,24.724899,23.307835,145748
2014-11-07,24.743900,25.105301,24.544201,24.724899,23.307835,224405
2014-11-10,24.848499,25.561800,24.724899,24.724899,23.307835,149849
2014-11-11,24.572800,25.143299,24.125799,24.534700,23.128538,258056
2014-11-12,24.544201,24.858000,24.239901,24.858000,23.433310,226088
2014-11-13,24.877100,25.285999,24.439600,24.582300,23.173410,208106
2014-11-14,24.420601,24.534700,23.992701,24.201900,22.814810,272462
2014-11-17,24.563200,25.200399,23.308001,23.308001,22.023161,195277
2014-11-18,23.441099,23.669300,22.975100,23.365000,22.077019,374885
2014-11-19,23.488701,24.487200,23.488701,24.011700,22.688066,331771
2014-11-21,24.316000,25.305000,24.011700,25.305000,23.910078,236814
2014-11-24,25.276501,25.362000,24.506201,25.200399,23.811241,482040
2014-11-25,25.057800,25.200399,24.544201,24.724899,23.361954,262472
2014-11-26,24.791500,24.858000,24.344500,24.629801,23.272099,292652
2014-11-27,24.639299,25.428600,24.629801,25.057800,23.676504,562275
2014-11-28,25.114799,26.579300,25.114799,26.579300,25.114132,791517
2014-12-01,26.332001,26.341499,25.209900,25.400101,23.999933,15532014
2014-12-02,25.866100,26.294001,25.609301,25.866100,24.440247,8619330
2014-12-03,25.913601,26.141800,25.875601,26.132299,24.691772,203269
2014-12-04,26.132299,27.244900,26.132299,26.664900,25.195011,577943
2014-12-05,26.912100,27.302000,26.912100,27.302000,25.796993,501074
2014-12-08,27.425600,27.577801,26.959700,26.959700,25.473562,176348
2014-12-09,27.007200,27.054800,26.693399,26.969200,25.482538,256268
2014-12-10,26.969200,27.159401,26.816999,27.054800,25.563421,118828
2014-12-11,27.092800,27.102301,26.626801,26.674400,25.203989,273934
2014-12-12,26.959700,27.016701,25.685400,26.056200,24.619867,413583
2014-12-15,26.398600,27.092800,25.352501,25.923100,24.494106,680366
2014-12-16,25.780500,25.780500,25.038700,25.181400,23.793293,557753
2014-12-17,25.162300,26.674400,24.544201,26.607800,25.141062,294755
2014-12-18,26.626801,27.016701,25.618799,26.341499,24.889441,221671
2014-12-19,26.113300,27.254499,25.913601,27.130800,25.635231,525680
2014-12-22,27.102301,27.501699,26.721901,27.492201,25.976713,292021
2014-12-23,27.292500,28.405100,27.273500,28.224400,26.726147,326092
2014-12-26,28.424101,28.804501,27.777500,28.528700,27.014296,282557
2014-12-29,28.813999,29.489201,28.528700,29.099300,27.554605,345336
2014-12-30,29.099300,29.099300,27.530199,28.138800,26.645088,1280183
2015-01-02,27.796499,27.796499,25.751900,26.056200,24.673042,275196
2015-01-05,26.008699,26.008699,23.697901,23.774000,22.511992,645665
2015-01-06,24.021200,24.144800,19.818001,20.502701,19.414343,1848977
2015-01-07,21.111300,21.539200,20.112801,20.255400,19.180170,1112983
2015-01-08,20.160299,20.806999,19.190300,20.588200,19.495302,1568313
2015-01-09,20.417101,20.578699,19.333000,19.333000,18.306734,758393
2015-01-12,19.228399,19.351999,17.022200,17.022200,16.118601,1555589
2015-01-13,17.735399,17.744900,16.489599,17.307400,16.388662,2289165
2015-01-14,17.288401,18.134800,16.660801,17.820999,16.874996,1308154
2015-01-15,17.820999,18.068199,16.784401,16.841499,15.947491,1040214
2015-01-16,16.736900,17.592699,16.451599,17.278900,16.361673,1348114
2015-01-19,17.497601,17.497601,16.670300,16.679800,15.794374,445761
2015-01-20,16.841499,17.250401,16.679800,16.689301,15.803371,297279
2015-01-21,16.803400,17.259899,16.546700,17.250401,16.334686,861973
2015-01-22,17.526199,17.526199,14.264400,14.720800,13.939367,1655383
2015-01-23,15.025100,15.424500,14.416500,14.597200,13.822329,827271
2015-01-26,14.502100,15.310400,14.502100,14.835000,14.047504,1265461
2015-01-27,15.158300,15.557700,14.873000,15.215300,14.407617,330824
2015-01-28,15.415000,15.415000,14.464100,14.835000,14.047504,249538
2015-01-29,14.873000,14.996600,14.330900,14.454600,13.687299,620111
2015-01-30,14.273900,14.388000,12.704800,12.971100,12.282547,1710696
2015-02-02,13.075700,13.769900,12.790400,13.693800,12.966885,401910
2015-02-03,13.779400,14.131200,11.868000,12.267400,11.616202,1426666
2015-02-04,12.353000,12.733300,11.944000,12.438500,11.778220,1140218
2015-02-05,12.353000,13.741400,12.353000,13.665300,12.939897,1131280
2015-02-06,13.646200,14.026600,13.208800,13.294400,12.588686,1445700
2015-02-09,13.284900,13.465600,13.018600,13.313400,12.606677,344915
2015-02-10,13.284900,13.284900,12.029600,12.172300,11.526152,990264
2015-02-11,12.077200,12.077200,10.859900,11.021600,10.436534,737572
2015-02-12,11.145200,12.552700,11.145200,12.276900,11.625198,938317
2015-02-13,12.828400,13.294400,12.429000,13.123200,12.426574,620532
2015-02-18,12.752300,13.408500,12.467100,12.837900,12.156418,489401
2015-02-19,12.933000,13.503600,12.742800,13.208800,12.507630,1186593
2015-02-20,13.227800,13.265900,12.856900,12.856900,12.174410,156474
2015-02-23,14.283400,15.082200,13.579700,13.636700,12.912814,1683881
2015-02-24,13.788900,14.036100,13.693800,13.931500,13.191966,583832
2015-02-25,13.807900,14.692300,13.712800,14.578200,13.804337,672795
2015-02-26,14.578200,14.578200,12.742800,12.818900,12.138426,682890
2015-02-27,12.914000,12.914000,10.175300,10.175300,9.635159,1498909
2015-03-02,10.355900,10.707800,9.775850,10.023100,9.491037,845358
2015-03-03,10.070700,10.327400,9.889960,10.327400,9.779185,914551
2015-03-04,10.203800,11.088200,10.032600,11.078700,10.490602,929273
2015-03-05,11.202300,11.582700,10.936000,10.983600,10.400550,2055716
2015-03-06,11.097700,11.354400,10.736300,11.278400,10.679701,494764
2015-03-09,11.287900,11.354400,10.032600,10.403500,9.851244,759234
2015-03-10,10.470000,10.470000,10.108700,10.108700,9.572094,609701
2015-03-11,10.175300,10.213300,9.652230,9.928000,9.400987,806870
2015-03-12,9.899470,10.270400,9.870950,10.222800,9.680137,629576
2015-03-13,10.222800,10.441500,9.889960,10.080200,9.545108,198431
2015-03-16,10.042100,10.346400,9.794870,10.175300,9.635159,140385
2015-03-17,10.308400,10.327400,10.013600,10.156200,9.617072,521684
2015-03-18,10.165700,10.964600,10.089700,10.726800,10.157382,964816
2015-03-19,11.021600,11.430500,10.355900,10.650700,10.085321,675950
2015-03-20,10.650700,11.002600,10.593700,10.745800,10.175375,493607
2015-03-23,10.821900,11.173800,10.726800,11.126200,10.535581,243334
2015-03-24,11.116700,11.126200,10.489100,10.936000,10.355477,398756
2015-03-25,10.936000,10.936000,10.574600,10.936000,10.355477,278141
2015-03-26,10.726800,10.907500,10.413000,10.812400,10.238440,615169
2015-03-27,10.898000,10.917000,10.584200,10.755300,10.184369,271726
2015-03-30,10.917000,11.392500,10.793400,11.059600,10.472516,483302
2015-03-31,11.411500,12.153200,11.411500,11.925000,11.291978,914446
2015-04-01,12.162800,12.381500,12.039100,12.314900,11.661180,762389
2015-04-02,12.590700,13.237300,12.438500,12.837900,12.171611,563537
2015-04-06,13.123200,13.370500,12.971100,13.313400,12.622433,481409
2015-04-07,13.598700,13.598700,12.723800,13.123200,12.442104,345546
2015-04-08,13.132700,13.256400,12.438500,12.524100,11.874098,722850
2015-04-09,12.438500,12.952100,12.229300,12.761900,12.099556,888683
2015-04-10,12.904500,13.361000,12.885500,13.351400,12.658461,518530
2015-04-13,13.370500,13.931500,13.370500,13.750800,13.037131,706656
2015-04-14,13.760400,13.931500,13.313400,13.408500,12.712596,2398318
2015-04-15,13.522600,13.731800,13.408500,13.665300,12.956070,520633
2015-04-16,13.655800,14.083700,13.636700,13.979100,13.253583,337239
2015-04-17,13.703300,13.884000,13.541600,13.865000,13.145404,208316
2015-04-20,13.874500,14.121700,13.693800,14.121700,13.388782,318205
2015-04-22,14.140700,14.178800,13.617700,13.884000,13.163418,268361
2015-04-23,13.884000,14.568700,13.665300,14.350000,13.605232,668168
2015-04-24,14.350000,14.625700,14.045600,14.093200,13.361760,339763
2015-04-27,14.264400,14.521100,14.121700,14.264400,13.524075,760391
2015-04-28,14.369000,14.502100,14.112200,14.330900,13.587125,275301
2015-04-29,14.416500,14.530600,14.159800,14.264400,13.524075,204005
2015-04-30,14.273900,14.350000,13.322900,13.788900,13.073254,607598
2015-05-04,14.254900,14.549700,14.121700,14.359500,13.614240,187705
2015-05-05,14.254900,14.254900,13.028100,13.551200,12.847892,504859
2015-05-06,13.313400,13.465600,12.914000,13.123200,12.442104,430093
2015-05-07,13.199300,13.617700,13.123200,13.256400,12.568391,408535
2015-05-08,13.627200,14.549700,13.408500,14.093200,13.361760,678053
2015-05-11,14.264400,14.397500,13.265900,13.341900,12.649454,1484608
2015-05-12,13.361000,14.235800,13.313400,13.456100,12.757728,586251
2015-05-13,13.703300,13.922000,13.598700,13.826900,13.109282,465110
2015-05-14,13.874500,14.264400,13.855500,14.216800,13.478946,565219
2015-05-15,14.369000,15.224800,14.369000,15.025100,14.245295,1235175
2015-05-18,15.262900,15.595700,14.093200,14.311900,13.569110,876169
2015-05-19,14.292900,14.292900,13.456100,13.674800,12.965075,712229
2015-05-20,13.684300,14.806400,13.674800,13.836400,13.118289,1044736
2015-05-21,13.846000,14.340500,13.798400,14.311900,13.569110,1069343
2015-05-22,14.321400,14.739900,13.123200,13.313400,12.622433,1224134
2015-05-25,13.532100,13.532100,13.056700,13.180300,12.496241,369943
2015-05-26,13.123200,13.123200,12.476600,12.600200,11.946248,692775
2015-05-27,12.552700,13.484600,12.172300,13.284900,12.595411,784051
2015-05-28,13.237300,13.322900,12.581200,12.799900,12.135583,720221
2015-05-29,12.847400,13.161300,12.457600,12.980600,12.306905,571844
2015-06-01,13.123200,13.199300,12.372000,12.552700,11.901213,297489
2015-06-02,12.657300,12.895000,12.552700,12.742800,12.081447,248802
2015-06-03,12.809400,12.809400,12.429000,12.657300,12.000383,347229
2015-06-05,12.372000,12.695300,12.286400,12.581200,11.928233,124191
2015-06-08,12.628700,12.837900,12.467100,12.733300,12.072439,223143
2015-06-09,13.456100,13.589200,13.218300,13.456100,12.757728,496342
2015-06-10,13.560700,14.007600,13.560700,13.769900,13.055240,346598
